변환,원자료,원자료,원자료,원자료
"2012/07/30","1,139.90","","1,451.45","1,402.87"
"2012/07/31","1,136.20","","1,453.59","1,393.09"
"2012/08/01","1,133.20","","1,450.59","1,393.33"
"2012/08/02","1,127.60","","1,438.08","1,379.84"
"2012/08/03","1,130.40","","1,444.60","1,376.43"
"2012/08/06","1,135.60","","1,444.51","1,406.89"
"2012/08/07","1,126.50","","1,439.80","1,395.90"
"2012/08/08","1,127.30","","1,433.22","1,396.67"
"2012/08/09","1,128.00","","1,438.23","1,395.67"
"2012/08/10","1,126.20","","1,432.64","1,385.28"
"2012/08/13","1,128.10","","1,441.39","1,385.81"
"2012/08/14","1,131.20","","1,444.05","1,395.05"
"2012/08/16","1,129.30","","1,429.31","1,387.23"
"2012/08/17","1,133.10","","1,428.52","1,400.28"
"2012/08/20","1,133.30","","1,425.18","1,398.21"
"2012/08/21","1,135.50","","1,430.10","1,402.80"
"2012/08/22","1,132.50","","1,428.39","1,411.60"
"2012/08/23","1,133.50","","1,442.39","1,421.64"
"2012/08/24","1,130.80","","1,439.41","1,420.28"
"2012/08/27","1,133.70","","1,440.08","1,419.39"
"2012/08/28","1,135.60","","1,442.12","1,419.95"
"2012/08/29","1,137.20","","1,446.64","1,428.78"
"2012/08/30","1,134.00","","1,440.55","1,421.24"
"2012/08/31","1,134.60","","1,443.97","1,419.55"
"2012/09/03","1,134.40","","1,448.60","1,426.34"
"2012/09/04","1,131.80","","1,445.28","1,424.14"
"2012/09/05","1,131.80","","1,442.98","1,421.54"
"2012/09/06","1,135.00","","1,447.24","1,429.70"
"2012/09/07","1,134.60","","1,438.02","1,432.89"
"2012/09/10","1,130.50","","1,445.37","1,446.76"
"2012/09/11","1,128.60","","1,442.30","1,440.26"
"2012/09/12","1,129.30","","1,452.20","1,451.72"
"2012/09/13","1,126.20","","1,446.35","1,452.63"
"2012/09/14","1,127.80","","1,453.63","1,465.52"
"2012/09/17","1,120.40","","1,430.18","1,468.90"
"2012/09/18","1,115.00","","1,416.23","1,462.10"
"2012/09/19","1,117.70","","1,418.13","1,457.70"
"2012/09/20","1,117.10","","1,425.05","1,457.76"
"2012/09/21","1,118.20","","1,428.46","1,450.75"
"2012/09/24","1,119.40","","1,432.65","1,452.37"
"2012/09/25","1,119.80","","1,438.41","1,448.24"
"2012/09/26","1,118.60","","1,437.97","1,442.77"
"2012/09/27","1,120.70","","1,442.34","1,443.01"
"2012/09/28","1,118.60","","1,441.12","1,444.28"
"2012/10/02","1,112.90","","1,426.06","1,434.86"
"2012/10/04","1,112.70","","1,417.81","1,437.83"
"2012/10/05","1,113.30","","1,417.67","1,449.41"
"2012/10/08","1,110.60","","1,410.73","1,445.50"
"2012/10/09","1,111.30","","1,419.10","1,441.13"
"2012/10/10","1,110.60","","1,418.93","1,429.73"
"2012/10/11","1,114.30","","1,426.40","1,432.71"
"2012/10/12","1,115.40","","1,422.98","1,442.16"
"2012/10/15","1,111.10","","1,416.32","1,438.60"
"2012/10/16","1,112.10","","1,412.73","1,440.56"
"2012/10/17","1,107.10","","1,403.70","1,449.53"
"2012/10/18","1,105.00","","1,396.61","1,448.66"
"2012/10/19","1,104.80","","1,392.66","1,444.53"
"2012/10/22","1,105.30","","1,394.79","1,439.43"
"2012/10/23","1,105.10","","1,382.67","1,443.98"
"2012/10/24","1,102.30","","1,380.64","1,430.68"
"2012/10/25","1,103.70","","1,382.22","1,430.95"
"2012/10/26","1,101.40","","1,371.61","1,424.83"
"2012/10/29","1,096.50","","1,376.04","1,417.61"
"2012/10/30","1,095.90","","1,373.91","1,413.98"
"2012/10/31","1,094.10","","1,374.50","1,418.34"
"2012/11/01","1,090.60","","1,366.32","1,413.47"
"2012/11/02","1,090.90","","1,360.65","1,412.33"
"2012/11/05","1,091.20","","1,355.61","1,399.63"
"2012/11/06","1,091.70","","1,360.29","1,396.88"
"2012/11/07","1,091.50","","1,357.92","1,398.32"
"2012/11/08","1,087.10","","1,359.47","1,388.12"
"2012/11/09","1,088.20","","1,368.98","1,386.69"
"2012/11/12","1,089.60","","1,371.51","1,386.03"
"2012/11/13","1,088.40","","1,368.20","1,382.98"
"2012/11/14","1,090.30","","1,372.31","1,385.06"
"2012/11/15","1,087.30","","1,356.07","1,384.84"
"2012/11/16","1,086.70","","1,339.29","1,389.02"
"2012/11/19","1,089.30","","1,338.45","1,387.93"
"2012/11/20","1,086.90","","1,336.49","1,389.55"
"2012/11/21","1,083.00","","1,326.23","1,387.59"
"2012/11/22","1,083.20","","1,312.65","1,391.10"
"2012/11/23","1,084.10","","1,314.62","1,396.43"
"2012/11/26","1,086.30","","1,318.33","1,409.31"
"2012/11/27","1,084.90","","1,322.40","1,409.07"
"2012/11/28","1,084.10","","1,320.14","1,402.72"
"2012/11/29","1,085.40","","1,322.29","1,405.48"
"2012/11/30","1,084.70","","1,320.55","1,407.34"
"2012/12/03","1,083.20","","1,314.64","1,407.89"
"2012/12/04","1,083.50","","1,318.05","1,414.78"
"2012/12/05","1,083.70","","1,322.88","1,418.83"
"2012/12/06","1,082.50","","1,313.47","1,414.99"
"2012/12/07","1,082.70","","1,313.96","1,403.61"
"2012/12/10","1,082.60","","1,312.00","1,397.04"
"2012/12/11","1,079.40","","1,310.51","1,396.58"
"2012/12/12","1,077.30","","1,304.87","1,401.24"
"2012/12/13","1,075.70","","1,292.91","1,405.51"
"2012/12/14","1,072.30","","1,282.35","1,402.14"
"2012/12/17","1,073.90","","1,276.93","1,415.45"
"2012/12/18","1,072.90","","1,279.24","1,412.15"
"2012/12/20","1,071.80","","1,273.68","1,415.10"
"2012/12/21","1,073.40","","1,272.78","1,421.72"
"2012/12/24","1,075.40","","1,274.62","1,417.16"
"2012/12/26","1,074.80","","1,265.59","1,416.69"
"2012/12/27","1,073.80","","1,255.10","1,419.72"
"2012/12/28","1,072.50","","1,241.89","1,419.56"
"2012/12/31","1,071.10","","1,247.50","1,416.26"
"2013/01/02","1,071.10","","1,236.05","1,412.94"
"2013/01/03","1,064.70","","1,218.96","1,403.75"
"2013/01/04","1,063.80","","1,216.33","1,387.41"
"2013/01/07","1,064.10","","1,205.78","1,391.04"
"2013/01/08","1,063.40","","1,216.01","1,395.61"
"2013/01/09","1,063.20","","1,222.14","1,390.72"
"2013/01/10","1,062.10","","1,206.25","1,386.78"
"2013/01/11","1,061.00","","1,193.41","1,407.68"
"2013/01/14","1,056.50","","1,180.58","1,411.33"
"2013/01/15","1,056.10","","1,180.53","1,412.53"
"2013/01/16","1,055.40","","1,188.05","1,403.47"
"2013/01/17","1,058.90","","1,195.01","1,407.33"
"2013/01/18","1,058.20","","1,174.93","1,415.50"
"2013/01/21","1,056.10","","1,171.36","1,406.46"
"2013/01/22","1,060.00","","1,181.12","1,411.50"
"2013/01/23","1,064.40","","1,198.78","1,417.99"
"2013/01/24","1,065.40","","1,204.11","1,417.94"
"2013/01/25","1,068.40","","1,182.64","1,429.15"
"2013/01/28","1,071.80","","1,176.77","1,442.80"
"2013/01/29","1,082.50","","1,194.09","1,455.80"
"2013/01/30","1,088.00","","1,198.70","1,467.55"
"2013/01/31","1,082.70","","1,188.47","1,469.28"
"2013/02/01","1,088.90","","1,186.04","1,479.38"
"2013/02/04","1,092.90","","1,177.69","1,491.64"
"2013/02/05","1,089.00","","1,181.26","1,470.64"
"2013/02/06","1,086.80","","1,160.86","1,475.82"
"2013/02/07","1,088.80","","1,163.19","1,472.00"
"2013/02/08","1,089.30","","1,163.28","1,459.12"
"2013/02/12","1,093.80","","1,160.10","1,466.73"
"2013/02/13","1,094.20","","1,173.09","1,471.86"
"2013/02/14","1,086.40","","1,164.98","1,460.83"
"2013/02/15","1,084.70","","1,167.73","1,449.16"
"2013/02/18","1,079.00","","1,149.95","1,440.52"
"2013/02/19","1,082.60","","1,153.17","1,445.54"
"2013/02/20","1,081.40","","1,155.96","1,447.83"
"2013/02/21","1,077.80","","1,150.51","1,432.02"
"2013/02/22","1,084.10","","1,165.07","1,430.09"
"2013/02/25","1,086.40","","1,153.66","1,432.74"
"2013/02/26","1,087.40","","1,177.41","1,420.96"
"2013/02/27","1,088.00","","1,182.09","1,421.53"
"2013/02/28","1,085.40","","1,176.20","1,425.78"
"2013/03/04","1,081.90","","1,156.43","1,408.47"
"2013/03/05","1,091.40","","1,167.65","1,421.28"
"2013/03/06","1,087.00","","1,164.43","1,418.26"
"2013/03/07","1,083.60","","1,153.38","1,406.46"
"2013/03/08","1,086.40","","1,144.54","1,423.46"
"2013/03/11","1,090.30","","1,133.31","1,415.97"
"2013/03/12","1,098.30","","1,137.13","1,431.69"
"2013/03/13","1,095.00","","1,141.46","1,426.46"
"2013/03/14","1,097.50","","1,142.40","1,422.41"
"2013/03/15","1,105.00","","1,149.84","1,437.88"
"2013/03/18","1,109.90","","1,169.18","1,432.99"
"2013/03/19","1,114.80","","1,168.98","1,442.83"
"2013/03/20","1,110.20","","1,167.83","1,427.88"
"2013/03/21","1,117.50","","1,163.03","1,445.21"
"2013/03/22","1,116.20","","1,174.45","1,440.07"
"2013/03/25","1,117.20","","1,180.04","1,449.40"
"2013/03/26","1,112.50","","1,181.44","1,430.68"
"2013/03/27","1,107.90","","1,170.89","1,425.04"
"2013/03/28","1,109.20","","1,175.44","1,417.39"
"2013/03/29","1,112.10","","1,180.13","1,425.21"
"2013/04/01","1,112.50","","1,179.18","1,424.83"
"2013/04/02","1,115.50","","1,196.82","1,433.03"
"2013/04/03","1,112.80","","1,191.63","1,427.05"
"2013/04/04","1,120.60","","1,205.40","1,439.19"
"2013/04/05","1,123.80","","1,166.31","1,452.90"
"2013/04/08","1,127.10","","1,143.05","1,464.44"
"2013/04/09","1,138.30","","1,142.64","1,481.78"
"2013/04/10","1,138.90","","1,148.08","1,490.02"
"2013/04/11","1,138.30","","1,141.15","1,486.90"
"2013/04/12","1,129.00","","1,132.23","1,480.18"
"2013/04/15","1,131.10","","1,149.67","1,482.02"
"2013/04/16","1,124.70","","1,158.35","1,468.01"
"2013/04/17","1,119.60","","1,146.25","1,476.02"
"2013/04/18","1,115.30","","1,136.61","1,453.79"
"2013/04/19","1,122.00","","1,141.69","1,464.71"
"2013/04/22","1,118.50","","1,120.18","1,461.04"
"2013/04/23","1,121.70","","1,128.98","1,465.39"
"2013/04/24","1,120.20","","1,126.34","1,456.71"
"2013/04/25","1,119.20","","1,124.71","1,456.58"
"2013/04/26","1,113.90","","1,121.02","1,448.74"
"2013/04/29","1,109.20","","1,132.47","1,446.45"
"2013/04/30","1,108.10","","1,132.04","1,451.28"
"2013/05/02","1,102.20","","1,132.73","1,452.75"
"2013/05/03","1,099.70","","1,122.43","1,436.92"
"2013/05/06","1,099.90","","1,109.44","1,442.46"
"2013/05/07","1,094.00","","1,101.16","1,430.30"
"2013/05/08","1,094.00","","1,107.29","1,430.68"
"2013/05/09","1,087.70","","1,099.58","1,431.14"
"2013/05/10","1,087.00","","1,080.46","1,417.12"
"2013/05/13","1,102.60","","1,081.94","1,430.24"
"2013/05/14","1,114.60","","1,094.62","1,446.64"
"2013/05/15","1,109.40","","1,084.83","1,434.73"
"2013/05/16","1,113.60","","1,088.72","1,433.87"
"2013/05/20","1,114.30","","1,083.37","1,429.70"
"2013/05/21","1,118.10","","1,094.03","1,441.40"
"2013/05/22","1,112.90","","1,086.45","1,437.20"
"2013/05/23","1,112.40","","1,078.12","1,428.82"
"2013/05/24","1,123.70","","1,100.53","1,452.83"
"2013/05/27","1,128.00","","1,113.63","1,459.35"
"2013/05/28","1,125.10","","1,112.53","1,455.20"
"2013/05/29","1,125.50","","1,100.14","1,446.10"
"2013/05/30","1,131.00","","1,118.42","1,463.40"
"2013/05/31","1,128.30","","1,116.58","1,471.42"
"2013/06/03","1,126.60","","1,120.21","1,463.96"
"2013/06/04","1,128.10","","1,131.55","1,473.98"
"2013/06/05","1,121.80","","1,119.39","1,467.54"
"2013/06/07","1,119.20","","1,151.32","1,482.32"
"2013/06/10","1,111.40","","1,130.33","1,468.10"
"2013/06/11","1,123.60","","1,136.67","1,489.28"
"2013/06/12","1,133.70","","1,178.48","1,509.46"
"2013/06/13","1,131.20","","1,181.22","1,509.02"
"2013/06/14","1,134.80","","1,188.27","1,516.38"
"2013/06/17","1,128.20","","1,197.09","1,505.86"
"2013/06/18","1,128.00","","1,191.95","1,507.23"
"2013/06/19","1,129.90","","1,182.21","1,512.77"
"2013/06/20","1,133.00","","1,172.57","1,505.08"
"2013/06/21","1,144.60","","1,179.33","1,515.34"
"2013/06/24","1,155.60","","1,174.51","1,514.47"
"2013/06/25","1,157.10","","1,186.71","1,519.21"
"2013/06/26","1,159.10","","1,179.99","1,515.87"
"2013/06/27","1,153.40","","1,179.41","1,501.03"
"2013/06/28","1,149.70","","1,167.15","1,498.23"
"2013/07/01","1,145.30","","1,152.27","1,490.26"
"2013/07/02","1,136.90","","1,140.89","1,485.93"
"2013/07/03","1,132.90","","1,123.91","1,470.11"
"2013/07/04","1,140.60","","1,140.26","1,483.86"
"2013/07/05","1,140.20","","1,137.19","1,471.20"
"2013/07/08","1,141.70","","1,125.66","1,464.17"
"2013/07/09","1,151.40","","1,141.53","1,481.45"
"2013/07/10","1,144.70","","1,131.97","1,463.10"
"2013/07/11","1,138.80","","1,151.76","1,496.44"
"2013/07/12","1,124.90","","1,136.72","1,473.28"
"2013/07/15","1,122.30","","1,130.84","1,465.78"
"2013/07/16","1,122.60","","1,123.16","1,466.23"
"2013/07/17","1,119.00","","1,127.85","1,471.26"
"2013/07/18","1,118.10","","1,121.63","1,466.78"
"2013/07/19","1,122.30","","1,115.72","1,471.34"
"2013/07/22","1,123.50","","1,118.02","1,476.90"
"2013/07/23","1,118.50","","1,124.40","1,474.69"
"2013/07/24","1,116.50","","1,122.22","1,476.29"
"2013/07/25","1,114.10","","1,110.82","1,470.11"
"2013/07/26","1,117.30","","1,125.74","1,483.77"
"2013/07/29","1,111.70","","1,134.79","1,477.28"
"2013/07/30","1,109.40","","1,132.91","1,471.12"
"2013/07/31","1,113.60","","1,135.40","1,476.74"
"2013/08/01","1,119.60","","1,144.38","1,488.84"
"2013/08/02","1,121.40","","1,127.21","1,481.37"
"2013/08/05","1,125.40","","1,137.17","1,494.08"
"2013/08/06","1,116.30","","1,135.84","1,479.99"
"2013/08/07","1,114.20","","1,141.60","1,482.89"
"2013/08/08","1,117.30","","1,157.94","1,490.09"
"2013/08/09","1,113.60","","1,151.25","1,490.16"
"2013/08/12","1,111.80","","1,154.28","1,482.92"
"2013/08/13","1,113.00","","1,144.59","1,479.29"
"2013/08/14","1,116.50","","1,136.21","1,480.93"
"2013/08/16","1,119.50","","1,151.22","1,494.25"
"2013/08/19","1,115.00","","1,141.02","1,485.63"
"2013/08/20","1,113.70","","1,140.62","1,485.29"
"2013/08/21","1,121.90","","1,152.56","1,505.70"
"2013/08/22","1,118.10","","1,144.30","1,492.66"
"2013/08/23","1,124.30","","1,139.28","1,502.74"
"2013/08/26","1,118.20","","1,131.90","1,496.10"
"2013/08/27","1,113.00","","1,131.16","1,488.64"
"2013/08/28","1,115.80","","1,149.18","1,494.39"
"2013/08/29","1,117.00","","1,143.47","1,490.19"
"2013/08/30","1,110.90","","1,129.19","1,470.61"
"2013/09/02","1,109.60","","1,127.93","1,465.12"
"2013/09/03","1,104.10","","1,109.04","1,455.98"
"2013/09/04","1,095.90","","1,099.58","1,443.30"
"2013/09/05","1,099.80","","1,101.89","1,451.74"
"2013/09/06","1,093.80","","1,091.83","1,435.07"
"2013/09/09","1,095.40","","1,096.17","1,442.97"
"2013/09/10","1,088.20","","1,091.80","1,442.19"
"2013/09/11","1,084.90","","1,080.52","1,439.12"
"2013/09/12","1,087.10","","1,087.92","1,446.71"
"2013/09/13","1,083.20","","1,087.66","1,440.39"
"2013/09/16","1,085.30","","1,097.43","1,451.05"
"2013/09/17","1,082.20","","1,092.03","1,443.28"
"2013/09/23","1,085.20","","1,092.85","1,468.49"
"2013/09/24","1,075.90","","1,089.24","1,452.03"
"2013/09/25","1,074.90","","1,088.45","1,448.21"
"2013/09/26","1,076.80","","1,093.14","1,455.94"
"2013/09/27","1,074.40","","1,085.53","1,449.04"
"2013/09/30","1,075.60","","1,098.67","1,451.31"
"2013/10/01","1,075.20","","1,093.46","1,453.67"
"2013/10/02","1,074.50","","1,095.81","1,452.99"
"2013/10/04","1,074.60","","1,105.56","1,464.52"
"2013/10/07","1,071.60","","1,102.30","1,454.05"
"2013/10/08","1,070.50","","1,106.69","1,453.42"
"2013/10/10","1,073.60","","1,101.02","1,451.19"
"2013/10/11","1,075.70","","1,095.81","1,455.10"
"2013/10/14","1,070.50","","1,089.18","1,451.22"
"2013/10/15","1,072.30","","1,086.59","1,453.72"
"2013/10/16","1,067.90","","1,086.92","1,444.66"
"2013/10/17","1,067.10","","1,078.75","1,443.15"
"2013/10/18","1,064.40","","1,085.85","1,454.93"
"2013/10/21","1,061.40","","1,084.56","1,452.58"
"2013/10/22","1,062.00","","1,081.69","1,452.02"
"2013/10/23","1,061.70","","1,081.93","1,463.02"
"2013/10/24","1,056.50","","1,085.09","1,455.54"
"2013/10/25","1,057.20","","1,085.59","1,458.62"
"2013/10/28","1,062.30","","1,089.59","1,466.98"
"2013/10/29","1,061.40","","1,086.66","1,463.35"
"2013/10/30","1,060.90","","1,080.90","1,458.47"
"2013/10/31","1,061.40","","1,077.51","1,456.61"
"2013/11/01","1,059.90","","1,077.90","1,440.19"
"2013/11/04","1,062.60","","1,076.32","1,433.61"
"2013/11/05","1,062.10","","1,076.96","1,435.16"
"2013/11/06","1,062.00","","1,077.84","1,430.94"
"2013/11/07","1,062.00","","1,076.42","1,435.19"
"2013/11/08","1,060.70","","1,080.69","1,423.14"
"2013/11/11","1,063.50","","1,072.18","1,419.56"
"2013/11/12","1,068.50","","1,077.28","1,432.38"
"2013/11/13","1,070.90","","1,074.82","1,438.54"
"2013/11/14","1,072.90","","1,080.63","1,446.48"
"2013/11/15","1,067.30","","1,066.66","1,436.16"
"2013/11/18","1,066.70","","1,063.30","1,438.60"
"2013/11/19","1,060.70","","1,061.60","1,432.37"
"2013/11/20","1,055.80","","1,054.11","1,429.45"
"2013/11/21","1,056.30","","1,055.56","1,419.24"
"2013/11/22","1,061.90","","1,049.57","1,431.18"
"2013/11/25","1,061.60","","1,048.18","1,438.79"
"2013/11/26","1,060.60","","1,044.57","1,434.25"
"2013/11/27","1,060.30","","1,046.49","1,438.72"
"2013/11/28","1,060.90","","1,037.76","1,440.17"
"2013/11/29","1,062.10","","1,038.17","1,444.83"
"2013/12/02","1,058.90","","1,032.42","1,438.41"
"2013/12/03","1,057.70","","1,027.44","1,432.23"
"2013/12/04","1,061.30","","1,036.38","1,442.31"
"2013/12/05","1,061.20","","1,036.94","1,442.17"
"2013/12/06","1,060.70","","1,043.53","1,450.19"
"2013/12/09","1,058.20","","1,025.88","1,450.95"
"2013/12/10","1,053.10","","1,019.46","1,446.54"
"2013/12/11","1,052.50","","1,023.29","1,448.45"
"2013/12/12","1,051.90","","1,026.79","1,450.25"
"2013/12/13","1,053.50","","1,017.48","1,448.35"
"2013/12/16","1,053.10","","1,020.25","1,446.85"
"2013/12/17","1,052.60","","1,021.35","1,448.48"
"2013/12/18","1,051.50","","1,025.15","1,447.92"
"2013/12/19","1,052.10","","1,008.63","1,438.22"
"2013/12/20","1,058.10","","1,015.01","1,444.84"
"2013/12/23","1,061.90","","1,020.57","1,452.25"
"2013/12/24","1,061.00","","1,018.53","1,453.09"
"2013/12/26","1,060.40","","1,015.27","1,450.57"
"2013/12/27","1,059.40","","1,010.68","1,450.58"
"2013/12/30","1,055.60","","1,001.90","1,451.56"
"2013/12/31","1,055.30","","1,004.66","1,456.26"
"2014/01/02","1,055.30","","1,001.52","1,452.99"
"2014/01/03","1,050.40","","1,002.43","1,435.48"
"2014/01/06","1,054.10","","1,005.20","1,432.89"
"2014/01/07","1,062.20","","1,018.99","1,447.67"
"2014/01/08","1,067.90","","1,020.69","1,453.95"
"2014/01/09","1,066.00","","1,016.69","1,447.41"
"2014/01/10","1,064.80","","1,015.74","1,448.66"
"2014/01/13","1,062.80","","1,021.14","1,452.32"
"2014/01/14","1,056.50","","1,025.33","1,444.13"
"2014/01/15","1,058.40","","1,015.35","1,447.52"
"2014/01/16","1,062.50","","1,016.07","1,445.53"
"2014/01/17","1,064.20","","1,020.13","1,449.28"
"2014/01/20","1,061.00","","1,017.65","1,435.43"
"2014/01/21","1,063.90","","1,021.21","1,442.22"
"2014/01/22","1,064.20","","1,020.52","1,442.84"
"2014/01/23","1,068.40","","1,022.20","1,447.25"
"2014/01/24","1,071.90","","1,037.66","1,468.07"
"2014/01/27","1,077.20","","1,056.54","1,474.09"
"2014/01/28","1,084.10","","1,056.22","1,482.29"
"2014/01/29","1,079.20","","1,043.71","1,473.59"
"2014/02/03","1,071.10","","1,048.20","1,445.07"
"2014/02/04","1,082.20","","1,070.95","1,463.78"
"2014/02/05","1,086.10","","1,068.21","1,467.59"
"2014/02/06","1,079.50","","1,063.28","1,460.67"
"2014/02/07","1,076.40","","1,054.83","1,462.83"
"2014/02/10","1,075.10","","1,048.01","1,464.72"
"2014/02/11","1,071.90","","1,048.42","1,462.50"
"2014/02/12","1,072.00","","1,044.99","1,461.89"
"2014/02/13","1,064.70","","1,038.63","1,447.35"
"2014/02/14","1,063.90","","1,041.00","1,455.31"
"2014/02/17","1,061.90","","1,043.48","1,455.07"
"2014/02/18","1,060.50","","1,040.01","1,453.63"
"2014/02/19","1,064.10","","1,039.31","1,464.31"
"2014/02/20","1,067.10","","1,042.75","1,465.56"
"2014/02/21","1,071.90","","1,047.24","1,470.65"
"2014/02/24","1,073.10","","1,046.31","1,474.49"
"2014/02/25","1,076.30","","1,050.00","1,477.98"
"2014/02/26","1,070.60","","1,047.25","1,471.65"
"2014/02/27","1,069.90","","1,045.08","1,463.89"
"2014/02/28","1,067.70","","1,044.82","1,463.60"
"2014/03/03","1,066.20","","1,051.06","1,468.80"
"2014/03/04","1,071.90","","1,056.84","1,472.36"
"2014/03/05","1,072.00","","1,048.67","1,472.77"
"2014/03/06","1,070.60","","1,046.07","1,470.31"
"2014/03/07","1,067.40","","1,035.71","1,479.90"
"2014/03/10","1,062.60","","1,029.80","1,474.73"
"2014/03/11","1,065.90","","1,032.05","1,479.26"
"2014/03/12","1,064.80","","1,033.94","1,475.28"
"2014/03/13","1,069.20","","1,040.74","1,486.67"
"2014/03/14","1,067.40","","1,048.37","1,480.27"
"2014/03/17","1,072.00","","1,057.72","1,490.99"
"2014/03/18","1,069.90","","1,050.47","1,489.89"
"2014/03/19","1,067.90","","1,052.95","1,487.85"
"2014/03/20","1,070.70","","1,045.50","1,480.03"
"2014/03/21","1,075.30","","1,050.15","1,481.76"
"2014/03/24","1,080.30","","1,057.25","1,490.06"
"2014/03/25","1,079.70","","1,056.20","1,493.87"
"2014/03/26","1,078.20","","1,054.06","1,490.83"
"2014/03/27","1,075.00","","1,053.30","1,481.51"
"2014/03/28","1,072.80","","1,049.55","1,473.97"
"2014/03/31","1,068.80","","1,038.73","1,469.39"
"2014/04/01","1,066.10","","1,032.84","1,468.45"
"2014/04/02","1,060.50","","1,023.35","1,463.07"
"2014/04/03","1,057.00","","1,017.67","1,455.07"
"2014/04/04","1,058.10","","1,018.29","1,451.66"
"2014/04/07","1,056.10","","1,022.07","1,446.86"
"2014/04/08","1,053.40","","1,021.58","1,447.74"
"2014/04/09","1,053.60","","1,033.85","1,453.23"
"2014/04/10","1,043.20","","1,022.34","1,445.46"
"2014/04/11","1,036.00","","1,021.04","1,438.54"
"2014/04/14","1,037.50","","1,022.22","1,436.42"
"2014/04/15","1,038.90","","1,019.78","1,435.71"
"2014/04/16","1,041.20","","1,022.49","1,438.47"
"2014/04/17","1,041.30","","1,018.69","1,438.97"
"2014/04/18","1,037.10","","1,012.74","1,432.55"
"2014/04/21","1,037.20","","1,012.54","1,432.79"
"2014/04/22","1,037.90","","1,011.20","1,431.58"
"2014/04/23","1,039.60","","1,013.01","1,435.48"
"2014/04/24","1,039.50","","1,014.25","1,436.59"
"2014/04/25","1,038.30","","1,015.30","1,436.49"
"2014/04/28","1,038.90","","1,016.83","1,437.84"
"2014/04/29","1,037.10","","1,011.90","1,436.64"
"2014/04/30","1,031.70","","1,005.31","1,425.04"
"2014/05/02","1,032.20","","1,008.94","1,431.56"
"2014/05/07","1,031.20","","1,014.26","1,436.05"
"2014/05/08","1,025.60","","1,006.92","1,426.81"
"2014/05/09","1,023.50","","1,007.43","1,416.68"
"2014/05/12","1,023.00","","1,004.37","1,407.70"
"2014/05/13","1,025.00","","1,002.79","1,410.09"
"2014/05/14","1,022.90","","1,000.39","1,401.88"
"2014/05/15","1,024.60","","1,006.04","1,405.44"
"2014/05/16","1,026.50","","1,011.08","1,407.84"
"2014/05/19","1,025.80","","1,010.14","1,405.04"
"2014/05/20","1,022.70","","1,007.83","1,402.02"
"2014/05/21","1,024.10","","1,011.31","1,403.02"
"2014/05/22","1,026.70","","1,012.18","1,405.24"
"2014/05/23","1,025.20","","1,007.32","1,399.91"
"2014/05/26","1,024.30","","1,004.61","1,395.92"
"2014/05/27","1,023.90","","1,004.61","1,397.11"
"2014/05/28","1,023.40","","1,003.58","1,395.61"
"2014/05/29","1,022.60","","1,004.91","1,390.17"
"2014/05/30","1,021.60","","1,004.18","1,389.63"
"2014/06/02","1,020.40","","1,002.06","1,390.30"
"2014/06/03","1,023.60","","999.61","1,391.89"
"2014/06/05","1,024.30","","997.23","1,393.25"
"2014/06/09","1,022.60","","996.88","1,395.29"
"2014/06/10","1,017.40","","992.39","1,382.95"
"2014/06/11","1,016.50","","993.40","1,376.95"
"2014/06/12","1,016.50","","996.72","1,375.58"
"2014/06/13","1,017.50","","1,000.64","1,378.76"
"2014/06/16","1,018.00","","998.09","1,377.81"
"2014/06/17","1,019.50","","1,001.13","1,383.87"
"2014/06/18","1,022.10","","1,000.34","1,384.64"
"2014/06/19","1,023.10","","1,003.68","1,390.19"
"2014/06/20","1,018.30","","999.02","1,385.91"
"2014/06/23","1,019.60","","998.73","1,386.10"
"2014/06/24","1,018.40","","999.51","1,385.33"
"2014/06/25","1,018.00","","998.58","1,384.99"
"2014/06/26","1,020.60","","1,002.46","1,391.08"
"2014/06/27","1,017.00","","1,000.34","1,384.44"
"2014/06/30","1,014.40","","1,000.00","1,384.15"
"2014/07/01","1,012.10","","998.96","1,385.67"
"2014/07/02","1,011.80","","996.41","1,384.24"
"2014/07/03","1,009.80","","992.09","1,379.08"
"2014/07/04","1,009.60","","987.82","1,374.07"
"2014/07/07","1,008.90","","988.05","1,370.89"
"2014/07/08","1,009.90","","991.60","1,374.22"
"2014/07/09","1,011.20","","995.91","1,376.55"
"2014/07/10","1,012.20","","996.11","1,380.74"
"2014/07/11","1,011.90","","999.06","1,376.79"
"2014/07/14","1,018.00","","1,004.14","1,384.99"
"2014/07/15","1,018.50","","1,003.05","1,387.30"
"2014/07/16","1,023.70","","1,006.84","1,388.96"
"2014/07/17","1,032.70","","1,015.84","1,396.83"
"2014/07/18","1,029.60","","1,017.64","1,392.12"
"2014/07/21","1,031.90","","1,018.10","1,396.26"
"2014/07/22","1,027.50","","1,013.26","1,389.75"
"2014/07/23","1,024.60","","1,009.81","1,379.83"
"2014/07/24","1,022.80","","1,007.44","1,376.38"
"2014/07/25","1,028.00","","1,009.87","1,384.10"
"2014/07/28","1,029.40","","1,011.45","1,382.79"
"2014/07/29","1,025.20","","1,006.53","1,377.66"
"2014/07/30","1,024.70","","1,003.57","1,374.12"
"2014/07/31","1,024.30","","995.72","1,371.84"
"2014/08/01","1,026.20","","998.59","1,373.98"
"2014/08/04","1,033.70","","1,007.85","1,387.85"
