변환,원자료,원자료,원자료,원자료
"2007/04/23","928.10","","781.82","1,262.26"
"2007/04/24","926.60","","781.45","1,258.51"
"2007/04/25","926.80","","782.04","1,264.06"
"2007/04/26","926.80","","780.96","1,264.02"
"2007/04/27","928.50","","776.89","1,262.02"
"2007/04/30","929.40","","778.33","1,266.91"
"2007/05/02","930.90","","776.79","1,265.70"
"2007/05/03","930.70","","774.45","1,264.73"
"2007/05/04","929.20","","771.86","1,259.53"
"2007/05/07","927.70","","772.66","1,261.16"
"2007/05/08","924.10","","769.44","1,256.54"
"2007/05/09","923.10","","769.51","1,249.92"
"2007/05/10","924.50","","769.55","1,250.66"
"2007/05/11","924.80","","772.44","1,246.82"
"2007/05/14","926.70","","771.22","1,255.08"
"2007/05/15","924.90","","768.41","1,252.59"
"2007/05/16","924.40","","768.99","1,256.49"
"2007/05/17","924.00","","765.34","1,249.39"
"2007/05/18","925.90","","763.35","1,249.46"
"2007/05/21","932.60","","769.69","1,260.83"
"2007/05/22","931.30","","766.66","1,254.14"
"2007/05/23","929.90","","764.15","1,250.85"
"2007/05/25","931.50","","767.71","1,250.68"
"2007/05/28","931.50","","764.97","1,252.73"
"2007/05/29","930.00","","763.77","1,251.22"
"2007/05/30","928.50","","763.32","1,248.69"
"2007/05/31","929.90","","764.75","1,249.00"
"2007/06/01","927.90","","762.32","1,248.26"
"2007/06/04","927.40","","759.88","1,246.56"
"2007/06/05","928.20","","762.85","1,252.10"
"2007/06/07","927.30","","766.36","1,251.44"
"2007/06/08","928.30","","766.97","1,246.29"
"2007/06/11","929.60","","764.51","1,241.71"
"2007/06/12","931.70","","765.38","1,244.05"
"2007/06/13","930.50","","764.96","1,237.84"
"2007/06/14","931.40","","759.89","1,239.46"
"2007/06/15","929.80","","755.90","1,238.08"
"2007/06/18","929.80","","752.69","1,244.21"
"2007/06/19","928.00","","750.23","1,245.14"
"2007/06/20","927.60","","751.79","1,244.98"
"2007/06/21","926.50","","750.14","1,241.09"
"2007/06/22","927.30","","749.30","1,241.70"
"2007/06/25","927.70","","749.11","1,248.68"
"2007/06/26","926.60","","749.77","1,247.53"
"2007/06/27","926.40","","753.02","1,245.41"
"2007/06/28","927.60","","753.56","1,247.99"
"2007/06/29","926.80","","752.43","1,245.99"
"2007/07/02","925.70","","752.14","1,253.35"
"2007/07/03","922.70","","754.18","1,256.76"
"2007/07/04","918.20","","749.77","1,249.72"
"2007/07/05","919.90","","749.81","1,252.67"
"2007/07/06","921.10","","749.11","1,252.24"
"2007/07/09","921.20","","746.15","1,255.14"
"2007/07/10","920.40","","746.20","1,253.81"
"2007/07/11","920.10","","756.66","1,265.18"
"2007/07/12","920.10","","751.99","1,264.86"
"2007/07/13","918.00","","749.72","1,265.33"
"2007/07/16","916.30","","750.82","1,262.43"
"2007/07/18","917.40","","751.63","1,265.28"
"2007/07/19","917.20","","752.39","1,266.19"
"2007/07/20","916.00","","749.90","1,263.85"
"2007/07/23","915.70","","754.19","1,266.73"
"2007/07/24","915.50","","756.55","1,263.57"
"2007/07/25","914.40","","760.10","1,264.02"
"2007/07/26","913.80","","758.66","1,254.37"
"2007/07/27","917.50","","773.45","1,261.24"
"2007/07/30","921.50","","779.05","1,256.93"
"2007/07/31","923.20","","774.56","1,266.91"
"2007/08/01","920.30","","776.99","1,258.10"
"2007/08/02","922.50","","775.31","1,261.38"
"2007/08/03","923.90","","775.44","1,265.88"
"2007/08/06","923.00","","784.90","1,275.91"
"2007/08/07","924.40","","778.77","1,276.87"
"2007/08/08","922.60","","776.17","1,267.98"
"2007/08/09","923.80","","771.83","1,274.89"
"2007/08/10","922.40","","779.91","1,261.06"
"2007/08/13","929.70","","786.18","1,272.48"
"2007/08/14","929.10","","785.64","1,264.41"
"2007/08/16","931.50","","800.46","1,250.68"
"2007/08/17","942.90","","829.69","1,265.09"
"2007/08/20","949.70","","832.96","1,280.58"
"2007/08/21","944.60","","823.04","1,272.80"
"2007/08/22","944.60","","826.53","1,271.48"
"2007/08/23","945.00","","815.85","1,280.43"
"2007/08/24","940.10","","811.34","1,274.63"
"2007/08/27","942.00","","807.09","1,288.47"
"2007/08/28","938.10","","810.94","1,279.57"
"2007/08/29","940.30","","822.80","1,278.67"
"2007/08/30","943.20","","814.79","1,289.12"
"2007/08/31","939.90","","809.91","1,282.26"
"2007/09/03","939.00","","810.57","1,280.14"
"2007/09/04","938.10","","809.72","1,277.41"
"2007/09/05","937.60","","806.40","1,276.87"
"2007/09/06","937.60","","814.77","1,279.82"
"2007/09/07","939.30","","813.25","1,286.18"
"2007/09/10","937.80","","830.83","1,291.96"
"2007/09/11","940.10","","827.99","1,297.86"
"2007/09/12","937.40","","821.20","1,297.08"
"2007/09/13","933.40","","817.59","1,297.80"
"2007/09/14","930.40","","811.27","1,290.19"
"2007/09/17","930.40","","807.18","1,290.09"
"2007/09/18","928.40","","807.37","1,287.37"
"2007/09/19","929.80","","802.49","1,299.40"
"2007/09/20","926.20","","798.59","1,293.76"
"2007/09/21","923.70","","805.56","1,300.02"
"2007/09/27","921.00","","797.92","1,301.42"
"2007/09/28","920.70","","796.73","1,302.88"
"2007/10/01","917.30","","798.90","1,309.08"
"2007/10/02","914.30","","789.35","1,301.73"
"2007/10/04","913.70","","783.92","1,287.91"
"2007/10/05","916.60","","787.05","1,295.98"
"2007/10/08","916.00","","783.07","1,295.91"
"2007/10/09","915.30","","779.78","1,285.58"
"2007/10/10","917.30","","782.78","1,293.99"
"2007/10/11","916.30","","782.13","1,295.42"
"2007/10/12","918.90","","783.14","1,305.07"
"2007/10/15","915.90","","779.16","1,297.69"
"2007/10/16","917.30","","781.31","1,303.44"
"2007/10/17","918.20","","784.82","1,301.55"
"2007/10/18","918.50","","788.48","1,305.46"
"2007/10/19","917.80","","794.77","1,311.90"
"2007/10/22","915.40","","803.97","1,311.72"
"2007/10/23","917.60","","801.99","1,301.07"
"2007/10/24","917.70","","798.63","1,308.55"
"2007/10/25","917.40","","804.45","1,308.72"
"2007/10/26","917.60","","804.81","1,314.51"
"2007/10/29","913.50","","800.23","1,316.31"
"2007/10/30","908.90","","792.41","1,310.41"
"2007/10/31","907.40","","791.11","1,309.92"
"2007/11/01","902.30","","782.16","1,305.81"
"2007/11/02","902.20","","788.40","1,302.46"
"2007/11/05","907.10","","791.47","1,316.70"
"2007/11/06","906.10","","792.08","1,311.35"
"2007/11/07","908.10","","792.20","1,322.06"
"2007/11/08","904.40","","804.41","1,322.82"
"2007/11/09","907.80","","806.00","1,332.29"
"2007/11/12","906.10","","820.04","1,327.75"
"2007/11/13","910.30","","830.64","1,322.39"
"2007/11/14","916.00","","825.60","1,339.24"
"2007/11/15","913.40","","821.51","1,338.22"
"2007/11/16","915.80","","829.12","1,338.30"
"2007/11/19","919.30","","829.99","1,348.48"
"2007/11/20","917.40","","836.01","1,345.28"
"2007/11/21","923.80","","840.28","1,369.95"
"2007/11/22","925.80","","853.08","1,374.49"
"2007/11/23","934.10","","860.56","1,386.95"
"2007/11/26","933.90","","860.46","1,385.44"
"2007/11/27","928.20","","864.25","1,380.23"
"2007/11/28","931.90","","855.78","1,382.24"
"2007/11/29","929.90","","845.82","1,379.04"
"2007/11/30","929.60","","846.51","1,371.76"
"2007/12/03","925.60","","834.21","1,355.77"
"2007/12/04","923.90","","836.64","1,355.36"
"2007/12/05","923.60","","840.86","1,363.28"
"2007/12/06","923.10","","831.96","1,349.20"
"2007/12/07","922.90","","828.94","1,351.22"
"2007/12/10","919.90","","825.47","1,348.11"
"2007/12/11","921.40","","824.52","1,356.07"
"2007/12/12","923.80","","834.51","1,354.43"
"2007/12/13","926.60","","826.03","1,363.17"
"2007/12/14","924.50","","823.09","1,352.45"
"2007/12/17","927.70","","818.62","1,336.95"
"2007/12/18","932.50","","826.35","1,343.64"
"2007/12/20","939.70","","828.92","1,351.43"
"2007/12/21","941.20","","831.49","1,348.08"
"2007/12/24","943.80","","827.79","1,356.43"
"2007/12/26","938.30","","820.66","1,350.92"
"2007/12/27","938.90","","821.51","1,359.86"
"2007/12/28","938.90","","825.04","1,372.01"
"2007/12/31","938.20","","833.33","1,381.26"
"2008/01/02","938.20","","838.20","1,371.65"
"2008/01/03","934.50","","851.56","1,375.96"
"2008/01/04","938.90","","856.86","1,384.13"
"2008/01/07","937.30","","862.60","1,382.56"
"2008/01/08","941.70","","861.93","1,383.03"
"2008/01/09","939.20","","861.61","1,381.23"
"2008/01/10","939.80","","853.86","1,377.93"
"2008/01/11","935.60","","853.92","1,384.45"
"2008/01/14","936.20","","860.99","1,386.23"
"2008/01/15","937.10","","865.28","1,393.00"
"2008/01/16","935.10","","875.93","1,383.67"
"2008/01/17","938.60","","874.58","1,375.75"
"2008/01/18","945.00","","887.41","1,383.91"
"2008/01/21","947.70","","886.74","1,383.22"
"2008/01/22","946.90","","895.37","1,365.10"
"2008/01/23","954.30","","893.92","1,398.38"
"2008/01/24","951.00","","889.91","1,390.69"
"2008/01/25","949.60","","886.23","1,401.80"
"2008/01/28","946.60","","886.87","1,391.17"
"2008/01/29","948.60","","886.92","1,402.17"
"2008/01/30","946.70","","884.52","1,398.18"
"2008/01/31","943.90","","889.09","1,402.31"
"2008/02/01","945.50","","888.04","1,405.01"
"2008/02/04","943.40","","884.62","1,395.76"
"2008/02/05","942.00","","882.89","1,396.61"
"2008/02/11","942.10","","876.41","1,367.83"
"2008/02/12","945.50","","884.64","1,372.77"
"2008/02/13","945.40","","880.67","1,378.87"
"2008/02/14","944.60","","873.62","1,376.23"
"2008/02/15","944.60","","876.74","1,382.89"
"2008/02/18","946.20","","877.17","1,388.41"
"2008/02/19","945.20","","873.33","1,384.62"
"2008/02/20","944.30","","875.41","1,390.53"
"2008/02/21","944.60","","874.51","1,390.73"
"2008/02/22","947.00","","882.20","1,402.79"
"2008/02/25","949.00","","884.64","1,408.03"
"2008/02/26","947.40","","877.14","1,405.04"
"2008/02/27","946.80","","882.22","1,421.15"
"2008/02/28","943.60","","886.30","1,426.91"
"2008/02/29","937.30","","889.70","1,423.52"
"2008/03/03","937.80","","909.78","1,426.30"
"2008/03/04","945.30","","913.02","1,436.81"
"2008/03/05","946.90","","915.99","1,440.14"
"2008/03/06","947.20","","911.60","1,447.23"
"2008/03/07","949.30","","924.88","1,461.26"
"2008/03/10","957.30","","937.43","1,474.19"
"2008/03/11","959.30","","942.52","1,473.53"
"2008/03/12","973.80","","941.83","1,494.10"
"2008/03/13","967.00","","952.85","1,502.38"
"2008/03/14","980.50","","974.75","1,531.25"
"2008/03/17","988.30","","1,002.59","1,553.41"
"2008/03/18","1,021.70","","1,049.35","1,606.73"
"2008/03/19","1,019.80","","1,018.63","1,594.30"
"2008/03/20","1,009.20","","1,021.61","1,578.49"
"2008/03/21","1,013.90","","1,023.31","1,566.88"
"2008/03/24","1,004.90","","1,009.29","1,548.60"
"2008/03/25","1,000.20","","992.61","1,542.21"
"2008/03/26","985.30","","984.36","1,538.20"
"2008/03/27","984.60","","994.19","1,558.97"
"2008/03/28","993.00","","997.59","1,569.83"
"2008/03/31","991.70","","1,000.20","1,565.00"
"2008/04/01","991.60","","993.04","1,562.66"
"2008/04/02","985.80","","968.94","1,538.93"
"2008/04/03","977.80","","955.40","1,533.34"
"2008/04/04","974.80","","951.67","1,526.39"
"2008/04/07","976.00","","960.91","1,535.44"
"2008/04/08","974.60","","950.00","1,529.54"
"2008/04/10","975.50","","957.97","1,543.68"
"2008/04/11","976.70","","958.30","1,537.23"
"2008/04/14","974.70","","963.00","1,532.57"
"2008/04/15","978.30","","967.90","1,548.65"
"2008/04/16","984.00","","966.46","1,553.15"
"2008/04/17","992.40","","974.47","1,583.52"
"2008/04/18","988.80","","965.48","1,572.98"
"2008/04/21","1,000.30","","962.29","1,581.12"
"2008/04/22","993.60","","961.91","1,580.97"
"2008/04/23","994.60","","966.57","1,589.47"
"2008/04/24","996.80","","963.42","1,582.72"
"2008/04/25","993.00","","952.20","1,557.07"
"2008/04/28","994.30","","951.57","1,551.61"
"2008/04/29","996.50","","956.15","1,558.87"
"2008/04/30","999.70","","961.76","1,556.23"
"2008/05/02","1,002.60","","960.90","1,551.62"
"2008/05/06","1,006.90","","959.87","1,561.05"
"2008/05/07","1,012.90","","966.46","1,572.78"
"2008/05/08","1,021.00","","973.86","1,570.30"
"2008/05/09","1,043.20","","1,004.38","1,606.37"
"2008/05/13","1,047.40","","1,008.72","1,626.93"
"2008/05/14","1,043.80","","997.61","1,615.38"
"2008/05/15","1,047.50","","996.24","1,620.01"
"2008/05/16","1,049.40","","1,000.86","1,620.01"
"2008/05/19","1,042.20","","1,001.06","1,624.01"
"2008/05/20","1,039.90","","996.26","1,614.91"
"2008/05/21","1,043.20","","1,007.10","1,632.24"
"2008/05/22","1,047.60","","1,016.89","1,653.64"
"2008/05/23","1,043.10","","1,002.64","1,641.27"
"2008/05/26","1,044.40","","1,011.13","1,647.44"
"2008/05/27","1,048.70","","1,014.36","1,654.11"
"2008/05/28","1,045.00","","1,002.88","1,640.23"
"2008/05/29","1,037.70","","991.26","1,624.47"
"2008/05/30","1,031.40","","977.03","1,599.60"
"2008/06/02","1,026.70","","973.87","1,597.44"
"2008/06/03","1,026.90","","983.15","1,596.16"
"2008/06/04","1,016.60","","967.32","1,571.10"
"2008/06/05","1,015.20","","964.47","1,567.37"
"2008/06/09","1,022.50","","975.62","1,614.07"
"2008/06/10","1,028.80","","967.83","1,609.61"
"2008/06/11","1,028.80","","958.45","1,590.83"
"2008/06/12","1,027.30","","960.95","1,597.81"
"2008/06/13","1,029.90","","954.63","1,591.61"
"2008/06/16","1,034.60","","955.53","1,591.94"
"2008/06/17","1,040.80","","962.46","1,610.43"
"2008/06/18","1,030.20","","954.20","1,598.97"
"2008/06/19","1,022.60","","948.30","1,589.32"
"2008/06/20","1,026.40","","950.72","1,591.33"
"2008/06/23","1,026.70","","956.45","1,602.37"
"2008/06/24","1,033.40","","957.83","1,604.15"
"2008/06/25","1,034.50","","959.65","1,610.51"
"2008/06/26","1,035.00","","959.67","1,621.90"
"2008/06/27","1,035.00","","967.56","1,630.64"
"2008/06/30","1,043.40","","981.79","1,647.06"
"2008/07/01","1,043.90","","983.33","1,644.77"
"2008/07/02","1,045.70","","985.81","1,651.11"
"2008/07/03","1,047.10","","988.48","1,662.90"
"2008/07/04","1,037.60","","972.22","1,628.72"
"2008/07/07","1,047.60","","980.85","1,644.63"
"2008/07/08","1,041.00","","971.49","1,636.56"
"2008/07/09","1,031.70","","959.99","1,616.26"
"2008/07/10","1,014.70","","949.52","1,596.07"
"2008/07/11","1,000.20","","933.94","1,578.72"
"2008/07/14","1,002.00","","941.77","1,595.33"
"2008/07/15","1,003.70","","945.33","1,595.58"
"2008/07/16","1,006.30","","960.53","1,600.27"
"2008/07/17","1,007.60","","957.57","1,593.37"
"2008/07/18","1,009.90","","950.85","1,600.84"
"2008/07/21","1,012.60","","946.89","1,603.25"
"2008/07/22","1,015.80","","953.40","1,616.59"
"2008/07/23","1,017.50","","948.81","1,606.58"
"2008/07/24","1,013.40","","938.81","1,589.77"
"2008/07/25","1,008.90","","939.74","1,582.76"
"2008/07/28","1,007.80","","934.23","1,581.84"
"2008/07/29","1,006.20","","936.44","1,583.86"
"2008/07/30","1,010.00","","934.10","1,574.09"
"2008/07/31","1,008.50","","932.85","1,571.04"
"2008/08/01","1,011.50","","938.01","1,576.98"
"2008/08/04","1,013.80","","942.63","1,578.08"
"2008/08/05","1,016.90","","939.79","1,583.62"
"2008/08/06","1,017.30","","939.08","1,572.80"
"2008/08/07","1,016.50","","927.63","1,567.04"
"2008/08/08","1,015.60","","928.17","1,557.02"
"2008/08/11","1,023.30","","930.40","1,530.86"
"2008/08/12","1,033.60","","938.10","1,538.98"
"2008/08/13","1,033.40","","945.21","1,540.39"
"2008/08/14","1,037.80","","950.76","1,547.36"
"2008/08/18","1,038.50","","941.14","1,523.89"
"2008/08/19","1,043.80","","947.96","1,532.19"
"2008/08/20","1,047.50","","954.53","1,548.26"
"2008/08/21","1,049.10","","955.99","1,546.90"
"2008/08/22","1,051.50","","968.86","1,565.42"
"2008/08/25","1,054.50","","960.16","1,559.39"
"2008/08/26","1,073.20","","982.42","1,583.77"
"2008/08/27","1,086.10","","990.79","1,590.48"
"2008/08/28","1,085.10","","991.00","1,597.43"
"2008/08/29","1,081.80","","987.90","1,590.25"
"2008/09/01","1,087.00","","1,001.38","1,596.69"
"2008/09/02","1,108.10","","1,025.35","1,617.38"
"2008/09/03","1,117.70","","1,028.91","1,622.79"
"2008/09/04","1,151.60","","1,062.56","1,668.50"
"2008/09/05","1,135.70","","1,064.54","1,620.64"
"2008/09/08","1,126.50","","1,038.01","1,615.40"
"2008/09/09","1,092.60","","1,011.67","1,546.14"
"2008/09/10","1,101.00","","1,027.68","1,556.54"
"2008/09/11","1,089.70","","1,011.84","1,523.56"
"2008/09/12","1,106.00","","1,032.20","1,547.63"
"2008/09/16","1,108.70","","1,063.14","1,581.89"
"2008/09/17","1,150.70","","1,088.80","1,625.31"
"2008/09/18","1,134.20","","1,086.14","1,622.81"
"2008/09/19","1,146.70","","1,087.49","1,641.39"
"2008/09/22","1,135.50","","1,066.40","1,645.11"
"2008/09/23","1,135.60","","1,075.79","1,680.01"
"2008/09/24","1,150.60","","1,087.83","1,688.33"
"2008/09/25","1,153.90","","1,088.23","1,689.66"
"2008/09/26","1,161.40","","1,091.13","1,698.32"
"2008/09/29","1,157.50","","1,089.26","1,683.29"
"2008/09/30","1,187.70","","1,144.22","1,707.20"
"2008/10/01","1,214.80","","1,145.61","1,713.84"
"2008/10/02","1,191.20","","1,123.30","1,668.69"
"2008/10/06","1,210.30","","1,153.38","1,654.60"
"2008/10/07","1,261.90","","1,238.01","1,707.16"
"2008/10/08","1,334.70","","1,316.79","1,811.59"
"2008/10/09","1,372.70","","1,377.66","1,871.81"
"2008/10/10","1,420.30","","1,427.87","1,931.25"
"2008/10/13","1,372.80","","1,364.82","1,869.34"
"2008/10/14","1,252.20","","1,224.59","1,705.50"
"2008/10/15","1,205.00","","1,182.13","1,638.62"
"2008/10/16","1,236.30","","1,242.39","1,661.22"
"2008/10/17","1,327.80","","1,308.95","1,794.12"
"2008/10/20","1,337.20","","1,316.60","1,794.46"
"2008/10/21","1,305.20","","1,279.80","1,738.85"
"2008/10/22","1,323.90","","1,317.44","1,729.94"
"2008/10/23","1,365.40","","1,397.40","1,743.96"
"2008/10/24","1,414.30","","1,448.04","1,828.19"
"2008/10/27","1,429.60","","1,534.73","1,794.65"
"2008/10/28","1,432.10","","1,532.81","1,787.05"
"2008/10/29","1,478.50","","1,504.60","1,895.81"
"2008/10/30","1,414.70","","1,453.14","1,831.90"
"2008/10/31","1,291.40","","1,306.03","1,664.36"
"2008/11/03","1,277.10","","1,297.73","1,632.13"
"2008/11/04","1,283.60","","1,292.84","1,618.23"
"2008/11/05","1,281.50","","1,282.85","1,668.64"
"2008/11/06","1,265.90","","1,290.94","1,638.58"
"2008/11/07","1,320.20","","1,354.40","1,673.95"
"2008/11/10","1,339.50","","1,352.48","1,716.90"
"2008/11/11","1,324.50","","1,351.88","1,689.20"
"2008/11/12","1,337.00","","1,369.32","1,672.72"
"2008/11/13","1,346.30","","1,420.90","1,676.88"
"2008/11/14","1,393.90","","1,427.15","1,781.40"
"2008/11/17","1,390.50","","1,440.71","1,745.77"
"2008/11/18","1,409.70","","1,462.42","1,782.78"
"2008/11/19","1,425.20","","1,472.31","1,800.24"
"2008/11/20","1,449.00","","1,510.56","1,810.09"
"2008/11/21","1,488.40","","1,578.79","1,853.28"
"2008/11/24","1,509.00","","1,572.86","1,903.38"
"2008/11/25","1,498.30","","1,544.96","1,939.70"
"2008/11/26","1,489.60","","1,563.15","1,942.74"
"2008/11/27","1,489.90","","1,561.09","1,918.69"
"2008/11/28","1,482.70","","1,553.79","1,912.61"
"2008/12/01","1,463.30","","1,531.37","1,859.78"
"2008/12/02","1,461.20","","1,568.91","1,843.01"
"2008/12/03","1,459.40","","1,564.29","1,855.92"
"2008/12/04","1,463.60","","1,568.28","1,861.85"
"2008/12/05","1,473.20","","1,594.98","1,880.98"
"2008/12/08","1,481.50","","1,598.25","1,885.06"
"2008/12/09","1,456.80","","1,567.46","1,882.77"
"2008/12/10","1,445.00","","1,565.80","1,867.52"
"2008/12/11","1,418.70","","1,529.35","1,845.30"
"2008/12/12","1,350.20","","1,476.84","1,800.83"
"2008/12/15","1,359.40","","1,495.90","1,821.26"
"2008/12/16","1,350.80","","1,489.96","1,850.19"
"2008/12/17","1,357.30","","1,523.34","1,907.75"
"2008/12/18","1,323.10","","1,514.54","1,907.51"
"2008/12/19","1,296.50","","1,450.14","1,852.24"
"2008/12/22","1,289.90","","1,445.10","1,796.51"
"2008/12/23","1,296.70","","1,437.18","1,808.64"
"2008/12/24","1,333.70","","1,466.81","1,857.11"
"2008/12/26","1,319.00","","1,457.62","1,848.58"
"2008/12/29","1,285.90","","1,419.39","1,814.15"
"2008/12/30","1,281.80","","1,412.69","1,790.74"
"2008/12/31","1,257.50","","1,393.89","1,776.22"
"2009/01/02","1,257.50","","1,384.91","1,759.49"
"2009/01/05","1,320.20","","1,432.28","1,836.93"
"2009/01/06","1,307.30","","1,402.08","1,781.33"
"2009/01/07","1,312.20","","1,405.45","1,773.70"
"2009/01/08","1,292.10","","1,394.83","1,762.75"
"2009/01/09","1,321.00","","1,447.12","1,810.30"
"2009/01/12","1,329.30","","1,476.26","1,784.98"
"2009/01/13","1,360.30","","1,523.89","1,817.50"
"2009/01/14","1,362.40","","1,523.43","1,794.96"
"2009/01/15","1,344.60","","1,512.06","1,770.70"
"2009/01/16","1,372.60","","1,526.13","1,804.69"
"2009/01/19","1,372.00","","1,503.81","1,835.19"
"2009/01/20","1,359.90","","1,501.32","1,778.07"
"2009/01/21","1,375.60","","1,532.62","1,767.65"
"2009/01/22","1,374.50","","1,538.42","1,793.10"
"2009/01/23","1,371.80","","1,543.43","1,784.71"
"2009/01/28","1,391.00","","1,557.67","1,836.95"
"2009/01/29","1,383.10","","1,529.64","1,820.92"
"2009/01/30","1,368.50","","1,520.98","1,768.72"
"2009/02/02","1,382.50","","1,540.65","1,765.11"
"2009/02/03","1,392.10","","1,556.46","1,784.18"
"2009/02/04","1,390.50","","1,555.37","1,810.43"
"2009/02/05","1,376.20","","1,540.24","1,766.56"
"2009/02/06","1,382.70","","1,514.21","1,769.79"
"2009/02/09","1,379.10","","1,493.66","1,789.52"
"2009/02/10","1,376.20","","1,505.94","1,788.85"
"2009/02/11","1,387.00","","1,532.77","1,790.34"
"2009/02/12","1,397.70","","1,547.75","1,799.96"
"2009/02/13","1,394.80","","1,535.62","1,796.15"
"2009/02/16","1,402.20","","1,529.45","1,789.35"
"2009/02/17","1,411.40","","1,539.40","1,804.97"
"2009/02/18","1,444.60","","1,561.98","1,817.67"
"2009/02/19","1,465.70","","1,564.67","1,838.79"
"2009/02/20","1,474.00","","1,565.92","1,869.47"
"2009/02/23","1,500.50","","1,604.56","1,923.34"
"2009/02/24","1,496.60","","1,583.54","1,901.65"
"2009/02/25","1,510.80","","1,562.52","1,944.02"
"2009/02/26","1,508.20","","1,546.40","1,917.30"
"2009/02/27","1,516.40","","1,541.14","1,930.07"
"2009/03/02","1,525.20","","1,564.55","1,923.89"
"2009/03/03","1,573.60","","1,620.76","1,976.13"
"2009/03/04","1,570.40","","1,595.29","1,967.87"
"2009/03/05","1,559.50","","1,572.95","1,972.30"
"2009/03/06","1,545.30","","1,574.43","1,938.27"
"2009/03/09","1,567.70","","1,595.87","1,991.21"
"2009/03/10","1,548.80","","1,563.18","1,950.87"
"2009/03/11","1,529.50","","1,549.25","1,941.09"
"2009/03/12","1,480.00","","1,519.59","1,897.80"
"2009/03/13","1,487.40","","1,522.49","1,919.27"
"2009/03/16","1,482.40","","1,510.57","1,906.00"
"2009/03/17","1,458.00","","1,484.12","1,889.79"
"2009/03/18","1,416.70","","1,434.34","1,846.24"
"2009/03/19","1,415.40","","1,470.24","1,909.94"
"2009/03/20","1,391.40","","1,470.67","1,900.51"
"2009/03/23","1,399.30","","1,460.88","1,908.09"
"2009/03/24","1,396.30","","1,438.59","1,903.86"
"2009/03/25","1,382.10","","1,408.37","1,864.18"
"2009/03/26","1,384.80","","1,419.43","1,881.60"
"2009/03/27","1,343.70","","1,360.50","1,818.09"
"2009/03/30","1,328.90","","1,354.71","1,765.44"
"2009/03/31","1,377.10","","1,414.80","1,816.39"
"2009/04/01","1,398.20","","1,412.61","1,851.78"
"2009/04/02","1,376.80","","1,395.99","1,823.23"
"2009/04/03","1,349.50","","1,353.83","1,816.76"
"2009/04/06","1,332.60","","1,325.51","1,803.67"
"2009/04/07","1,316.20","","1,305.11","1,764.37"
"2009/04/08","1,324.30","","1,315.42","1,758.34"
"2009/04/09","1,346.80","","1,349.84","1,783.77"
"2009/04/10","1,337.20","","1,329.62","1,757.82"
"2009/04/13","1,321.30","","1,316.10","1,741.01"
"2009/04/14","1,332.20","","1,330.74","1,781.02"
"2009/04/15","1,325.30","","1,339.63","1,759.20"
"2009/04/16","1,337.60","","1,346.76","1,766.30"
"2009/04/17","1,325.90","","1,334.31","1,748.53"
"2009/04/20","1,328.10","","1,336.65","1,730.78"
"2009/04/21","1,340.60","","1,366.63","1,733.93"
"2009/04/22","1,352.40","","1,370.91","1,749.80"
"2009/04/23","1,345.90","","1,371.69","1,750.14"
"2009/04/24","1,349.10","","1,377.55","1,772.72"
"2009/04/27","1,341.70","","1,387.34","1,774.20"
"2009/04/28","1,340.30","","1,388.41","1,746.41"
"2009/04/29","1,351.70","","1,399.64","1,774.31"
"2009/04/30","1,348.00","","1,382.92","1,786.84"
"2009/05/04","1,307.30","","1,315.06","1,736.55"
"2009/05/06","1,274.60","","1,288.65","1,697.26"
"2009/05/07","1,278.50","","1,298.63","1,702.64"
"2009/05/08","1,262.40","","1,273.48","1,690.86"
"2009/05/11","1,256.00","","1,272.67","1,710.36"
"2009/05/12","1,236.10","","1,268.32","1,679.92"
"2009/05/13","1,244.80","","1,290.75","1,698.53"
"2009/05/14","1,238.90","","1,298.09","1,683.42"
"2009/05/15","1,259.70","","1,311.64","1,717.41"
"2009/05/18","1,261.70","","1,327.13","1,701.53"
"2009/05/19","1,267.50","","1,314.63","1,718.92"
"2009/05/20","1,243.40","","1,293.32","1,695.07"
"2009/05/21","1,250.20","","1,317.87","1,722.03"
"2009/05/22","1,247.60","","1,324.70","1,734.97"
"2009/05/25","1,242.40","","1,312.35","1,741.66"
"2009/05/26","1,252.50","","1,321.27","1,753.12"
"2009/05/27","1,260.20","","1,324.09","1,764.22"
"2009/05/28","1,258.80","","1,319.22","1,742.18"
"2009/05/29","1,272.90","","1,314.10","1,772.70"
"2009/06/01","1,258.80","","1,320.60","1,778.18"
"2009/06/02","1,248.70","","1,294.73","1,769.03"
"2009/06/03","1,237.30","","1,293.44","1,769.22"
"2009/06/04","1,236.70","","1,287.02","1,750.98"
"2009/06/05","1,246.50","","1,289.57","1,766.79"
"2009/06/08","1,245.40","","1,262.19","1,737.58"
"2009/06/09","1,251.50","","1,270.36","1,741.90"
"2009/06/10","1,258.40","","1,290.93","1,769.18"
"2009/06/11","1,252.80","","1,275.96","1,751.48"
"2009/06/12","1,251.30","","1,282.53","1,765.77"
"2009/06/15","1,251.40","","1,271.88","1,750.83"
"2009/06/16","1,260.90","","1,289.53","1,739.41"
"2009/06/17","1,266.10","","1,312.63","1,749.75"
"2009/06/18","1,260.00","","1,315.10","1,756.13"
"2009/06/19","1,263.20","","1,308.07","1,757.87"
"2009/06/22","1,266.40","","1,317.52","1,764.73"
"2009/06/23","1,270.40","","1,325.89","1,761.47"
"2009/06/24","1,287.70","","1,353.05","1,811.92"
